DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
2.000000,0.306736,428.093103,1.065465,0.000000,0.000000,0.000000,0.000000
1.000000,0.302623,442.385970,0.989710,0.000000,0.000000,0.000000,0.000000
1.000000,0.315644,537.412787,0.996235,0.000000,0.000000,0.000000,0.000000
1.000000,0.311135,427.192939,1.167705,0.000000,0.000000,0.000000,0.000000
1.000000,0.324505,516.544040,1.048163,0.000000,0.000000,0.000000,0.000000
1.000000,0.421931,441.717253,1.039734,0.000000,0.000000,0.000000,0.000000
1.000000,0.321799,441.965467,351.810659,0.000000,0.000000,0.000000,0.000000
1.000000,0.420952,442.136750,1.120644,0.000000,0.000000,0.000000,0.000000
1.000000,0.347397,442.371047,0.944435,0.000000,0.000000,0.000000,0.000000
1.000000,0.475669,441.701507,1.084614,0.000000,0.000000,0.000000,0.000000
1.000000,0.315597,720.526712,0.335934,0.000000,0.000000,0.000000,0.000000
1.000000,0.444060,723.968475,0.939671,0.000000,0.000000,0.000000,0.000000
1.000000,0.305706,442.651618,0.863590,0.000000,0.000000,0.000000,0.000000
1.000000,0.447570,438.694478,1.008801,0.000000,0.000000,0.000000,0.000000
1.000000,0.503432,718.472167,1.054705,0.000000,0.000000,0.000000,0.000000
1.000000,0.428141,719.536820,0.525030,0.000000,0.000000,0.000000,0.000000
1.000000,0.329637,670.345843,1.002206,0.000000,0.000000,0.000000,0.000000
1.000000,0.409471,427.019422,0.747497,0.000000,0.000000,0.000000,0.000000
1.000000,0.495330,818.222749,0.326270,0.000000,0.000000,0.000000,0.000000
1.000000,0.318294,1003.274680,0.977721,0.000000,0.000000,0.000000,0.000000
1.000000,0.296724,447.763693,0.977074,0.000000,0.000000,0.000000,0.000000
1.000000,0.311998,518.421688,0.353931,0.000000,0.000000,0.000000,0.000000
1.000000,0.296685,719.700824,1.104528,0.000000,0.000000,0.000000,0.000000
1.000000,0.352093,425.735223,344.736135,0.000000,0.000000,0.000000,0.000000
1.000000,0.301677,441.454769,1.027874,0.000000,0.000000,0.000000,0.000000
1.000000,0.457820,426.809246,0.346071,0.000000,0.000000,0.000000,0.000000
1.000000,0.533878,427.422672,0.346761,0.000000,0.000000,0.000000,0.000000
1.000000,0.298295,442.267903,0.831290,0.000000,0.000000,0.000000,0.000000
1.000000,0.310381,442.919043,0.963806,0.000000,0.000000,0.000000,0.000000
1.000000,0.552884,427.199322,1.151667,0.000000,0.000000,0.000000,0.000000
1.000000,0.310863,445.626537,0.314849,0.000000,0.000000,0.000000,0.000000
1.000000,0.332233,1000.730147,1.217575,0.000000,0.000000,0.000000,0.000000
1.000000,0.351502,441.905832,1.130254,0.000000,0.000000,0.000000,0.000000
1.000000,0.322104,440.756696,0.979383,0.000000,0.000000,0.000000,0.000000
1.000000,0.361255,442.618438,1.000755,0.000000,0.000000,0.000000,0.000000
1.000000,0.342775,441.441030,1.055173,0.000000,0.000000,0.000000,0.000000
1.000000,0.335559,442.250446,1.009751,0.000000,0.000000,0.000000,0.000000
1.000000,0.328796,441.847093,0.970717,0.000000,0.000000,0.000000,0.000000
1.000000,0.326572,442.317525,0.736821,0.000000,0.000000,0.000000,0.000000
1.000000,0.368966,790.208075,1.015781,0.000000,0.000000,0.000000,0.000000
1.000000,0.318022,442.526774,1.123139,0.000000,0.000000,0.000000,0.000000
